지하철역ID,지하철역명,출입구번호
1067080129,천마산,1
1067080129,천마산,2
1067080130,마석,1
1067080130,마석,2
1067080131,대성리,1
1067080131,대성리,2
1067080132,청평,1
1067080132,청평,2
1067080133,상천,1
1067080134,가평,1
1067080135,굴봉산,1
1067080135,굴봉산,2
1067080136,백양리,1
1067080137,강촌,1
1067080138,김유정,1
1067080139,남춘천,1
1067080139,남춘천,2
1067080139,남춘천,3
1067080140,춘천,1
1067080140,춘천,2
1069073110,계양,1
1069073111,귤현,1
1069073112,박촌,1
1069073112,박촌,2
1069073112,박촌,3
1069073112,박촌,4
1069073113,임학,1
1069073113,임학,2
1069073113,임학,3
1069073113,임학,4
1069073114,계산,1
1069073114,계산,2
1069073114,계산,3
1069073114,계산,4
1069073114,계산,5
1069073114,계산,6
1003000309,원흥,1
1003000309,원흥,2
1003000309,원흥,3
1003000309,원흥,4
1003000309,원흥,5
1003000309,원흥,6
1003000309,원흥,7
1003000309,원흥,8
1063075319,강매,1
1065006501,서울,3
1065006501,서울,4
1065006502,공덕,10
1065006502,공덕,9
1065006503,홍대입구,3
1065006503,홍대입구,4
1065006503,홍대입구,5
1065006503,홍대입구,6
1065006503,홍대입구,7
1065006504,디지털미디어시티,7
1065006504,디지털미디어시티,8
1065006504,디지털미디어시티,9
1065006505,김포공항,4
1065006507,검암,1
1065065071,청라국제도시,1
1065065071,청라국제도시,2
1065006509,공항화물청사,1
1065006509,공항화물청사,2
1065006510,인천공항1터미널,1
1065006510,인천공항1터미널,2
1065006510,인천공항1터미널,3
1071075251,달월,1
1071075252,월곶,1
1063075331,금촌,1
1063075331,금촌,2
1063075330,금릉,1
1063075330,금릉,2
1063075329,운정,1
1063075329,운정,2
1063075327,탄현,1
1063075327,탄현,2
1063075326,일산,1
1063075326,일산,2
1063075325,풍산,1
1063075325,풍산,2
1063075324,백마,1
1063075324,백마,2
1063075323,곡산,1
1063075323,곡산,2
1063075321,능곡,1
1063075320,행신,1
1063075320,행신,2
1063075318,화전,1
1063075318,화전,2
1063075317,수색,1
1063075316,디지털미디어시티,6
1063075315,가좌,1
1063075315,가좌,2
1063075315,가좌,3
1063075313,서강대,1
1063075313,서강대,2
1063075335,문산,1
1063075334,파주,1
1063075333,월롱,1
1063075112,서빙고,1
1063075112,서빙고,2
1063075113,한남,1
1063075115,응봉,1
1063075115,응봉,2
1063075116,왕십리,12
1063075116,왕십리,13
1063075117,청량리,1
1063075118,회기,2
1063075119,중랑,1
1063075119,중랑,2
1063075119,중랑,3
1063075119,중랑,4
1063075120,상봉,8
1063075121,망우,1
1063075122,양원,1
1063075122,양원,2
1063075123,구리,1
1063075123,구리,2
1063075123,구리,3
1063075124,도농,1
1063075124,도농,2
1063075125,양정,1
1063075125,양정,2
1063075126,덕소,1
1063075126,덕소,2
1063075126,덕소,3
1063075127,도심,1
1063075127,도심,2
1063075128,팔당,1
1063075129,운길산,1
1063075129,운길산,2
1063075130,양수,1
1063075130,양수,2
1063075131,신원,1
1063075132,국수,1
1063075133,아신,1
1063075134,오빈,1
1063075135,양평(경의중앙선),1
1063075135,양평(경의중앙선),2
1063075136,원덕,1
1063075137,용문,1
1063075137,용문,2
1063075137,용문,3
1063080312,신촌(경의중앙선),1
1063080312,신촌(경의중앙선),2
1063080313,서울,5
1067080120,상봉,7
1067080121,망우,2
1067080121,망우,3
1067080122,신내,1
1067080122,신내,2
1067080122,신내,3
1067080122,신내,4
1067080123,갈매,1
1067080123,갈매,2
1067080124,별내,1
1067080124,별내,2
1092004703,4.19 민주묘지,1
1092004703,4.19 민주묘지,2
1092004704,가오리,1
1092004704,가오리,2
1092004712,보문,2
1092004712,보문,3
1092004712,보문,4
1092004712,보문,5
1092004712,보문,6
1092004709,북한산보국문,1
1092004706,삼양,2
1092004707,삼양사거리,1
1092004707,삼양사거리,2
1092004711,성신여대입구,3
1092004711,성신여대입구,5
1092004711,성신여대입구,6
1092004711,성신여대입구,7
1092004702,솔밭공원,1
1092004708,솔샘,1
1092004708,솔샘,2
1092004713,신설동,1
1067080125,퇴계원,1
1067080125,퇴계원,2
1067080126,사릉,1
1067080127,금곡,1
1067080128,평내호평,1
1067080128,평내호평,2
1069073136,인천대입구,1
1069073136,인천대입구,2
1069073136,인천대입구,3
1069073136,인천대입구,4
1069073136,인천대입구,5
1069073137,센트럴파크,1
1069073137,센트럴파크,2
1069073137,센트럴파크,4
1069073138,국제업무지구,2
1069073138,국제업무지구,5
1071075253,소래포구,1
1071075253,소래포구,2
1071075254,인천논현,1
1071075254,인천논현,2
1071075254,인천논현,3
1071075254,인천논현,4
1071075255,호구포,1
1071075255,호구포,2
1071075256,남동인더스파크,1
1071075256,남동인더스파크,2
1071075257,원인재,4
1071075257,원인재,5
1071075258,연수,1
1071075258,연수,2
1071075259,송도,1
1075075211,서울숲,1
1075075211,서울숲,2
1075075211,서울숲,3
1075075211,서울숲,4
1075075212,압구정로데오,1
1075075212,압구정로데오,2
1075075212,압구정로데오,3
1075075212,압구정로데오,4
1075075212,압구정로데오,5
1075075212,압구정로데오,6
1075075212,압구정로데오,7
1075075214,선정릉,1
1075075214,선정릉,2
1075075214,선정릉,3
1075075214,선정릉,4
1075075215,선릉,2
1075075215,선릉,3
1075075215,선릉,6
1075075215,선릉,7
1075075215,선릉,8
1075075215,선릉,9
1075075216,한티,1
1075075216,한티,2
1075075216,한티,3
1075075216,한티,4
1075075216,한티,5
1075075216,한티,6
1075075216,한티,7
1075075216,한티,8
1075075217,도곡,1
1075075217,도곡,2
1075075217,도곡,3
1075075217,도곡,4
1075075218,구룡,1
1075075218,구룡,2
1075075218,구룡,3
1075075218,구룡,4
1075075218,구룡,5
1075075219,개포동,1
1075075219,개포동,2
1075075219,개포동,3
1075075219,개포동,4
1075075219,개포동,5
1075075219,개포동,6
1075075219,개포동,7
1075075219,개포동,8
1075075220,대모산입구,1
1075075220,대모산입구,2
1075075220,대모산입구,3
1075075220,대모산입구,4
1075075220,대모산입구,5
1075075220,대모산입구,6
1075075220,대모산입구,7
1075075220,대모산입구,8
1075075223,가천대,1
1075075223,가천대,2
1075075223,가천대,3
1075075223,가천대,4
1075075223,가천대,5
1075075224,태평,1
1075075224,태평,2
1075075224,태평,3
1075075224,태평,4
1075075224,태평,5
1075075224,태평,6
1075075225,모란,1
1075075225,모란,2
1075075225,모란,3
1075075225,모란,4
1075075225,모란,5
1075075225,모란,6
1075075225,모란,7
1075075225,모란,8
1075075226,야탑,1
1075075226,야탑,2
1075075226,야탑,3
1075075226,야탑,4
1075075227,이매,1
1075075227,이매,2
1075075227,이매,3
1075075227,이매,4
1075075227,이매,5
1075075227,이매,6
1075075228,서현,1
1075075228,서현,2
1075075228,서현,3
1075075228,서현,4
1075075228,서현,5
1075075229,수내,1
1075075229,수내,2
1075075229,수내,3
1075075229,수내,4
1069073115,경인교대입구,1
1069073115,경인교대입구,2
1069073115,경인교대입구,3
1069073115,경인교대입구,4
1069073115,경인교대입구,5
1069073115,경인교대입구,6
1069073116,작전,1
1069073116,작전,2
1069073116,작전,3
1069073116,작전,4
1069073116,작전,5
1069073116,작전,6
1069073116,작전,7
1069073116,작전,8
1069073117,갈산,1
1069073117,갈산,2
1069073117,갈산,3
1069073117,갈산,4
1069073118,부평구청,1
1069073118,부평구청,2
1069073118,부평구청,8
1069073118,부평구청,9
1069073119,부평시장,1
1069073119,부평시장,2
1069073119,부평시장,3
1069073119,부평시장,4
1069073120,부평,3
1069073120,부평,4
1069073120,부평,5
1069073120,부평,6
1069073120,부평,7
1069073120,부평,8
1069073121,동수,1
1069073121,동수,2
1069073121,동수,3
1069073121,동수,4
1069073122,부평삼거리,1
1069073122,부평삼거리,2
1069073122,부평삼거리,3
1069073122,부평삼거리,4
1069073123,간석오거리,1
1069073123,간석오거리,2
1069073123,간석오거리,3
1069073123,간석오거리,4
1069073123,간석오거리,5
1069073123,간석오거리,6
1069073123,간석오거리,7
1069073123,간석오거리,8
1069073123,간석오거리,9
1069073124,인천시청,1
1069073124,인천시청,2
1069073124,인천시청,3
1069073124,인천시청,4
1069073124,인천시청,5
1069073124,인천시청,6
1069073124,인천시청,7
1069073124,인천시청,8
1069073124,인천시청,9
1069073125,예술회관,1
1069073125,예술회관,10
1069073125,예술회관,11
1069073125,예술회관,2
1069073125,예술회관,3
1069073125,예술회관,4
1069073125,예술회관,5
1069073125,예술회관,6
1069073125,예술회관,7
1069073125,예술회관,8
1069073125,예술회관,9
1069073126,인천터미널,1
1069073126,인천터미널,2
1069073126,인천터미널,3
1069073126,인천터미널,4
1069073126,인천터미널,5
1069073126,인천터미널,6
1069073127,문학경기장,1
1069073127,문학경기장,2
1069073128,선학,1
1069073128,선학,2
1069073128,선학,3
1069073128,선학,4
1069073129,신연수,1
1069073129,신연수,2
1069073129,신연수,3
1069073129,신연수,4
1069073130,원인재,1
1069073130,원인재,2
1069073130,원인재,3
1069073130,원인재,6
1069073131,동춘,1
1069073131,동춘,2
1069073131,동춘,3
1069073131,동춘,4
1069073131,동춘,5
1069073131,동춘,6
1069073132,동막,1
1069073132,동막,2
1069073132,동막,3
1069073132,동막,4
1069073133,캠퍼스타운,1
1069073133,캠퍼스타운,2
1069073133,캠퍼스타운,3
1069073133,캠퍼스타운,4
1069073134,테크노파크,1
1069073134,테크노파크,2
1069073134,테크노파크,3
1069073134,테크노파크,4
1069073135,지식정보단지,2
1069073135,지식정보단지,3
1069073135,지식정보단지,4
1075075230,정자,1
1075075230,정자,2
1075075230,정자,3
1075075230,정자,4
1075075231,미금,1
1075075231,미금,2
1075075231,미금,3
1075075231,미금,4
1075075231,미금,5
1075075231,미금,6
1075075231,미금,7
1075075231,미금,8
1075075232,오리,1
1075075232,오리,2
1075075232,오리,3
1075075232,오리,4
1075075232,오리,5
1075075232,오리,6
1075075232,오리,7
1075075233,죽전,1
1075075233,죽전,2
1075075233,죽전,3
1075075234,보정,1
1075075234,보정,2
1075075234,보정,3
1075075234,보정,4
1075075235,구성,1
1075075235,구성,2
1075075235,구성,3
1077000687,강남,3
1077000687,강남,4
1077000687,강남,5
1077000687,강남,6
1092004705,화계,2
1065006508,운서,1
1001080144,금천구청,1
1001080145,석수,1
1001080145,석수,2
1001080146,관악,1
1001080146,관악,2
1001080147,안양,1
1001080147,안양,2
1001080148,명학,1
1001080148,명학,2
1001080149,금정,1
1001080149,금정,2
1001080149,금정,3
1001080149,금정,4
1001080149,금정,6
1001080149,금정,7
1001080149,금정,8
1001080150,군포,1
1001080150,군포,2
1001080151,당정,1
1001080151,당정,2
1001080151,당정,3
1001080152,의왕,1
1001080152,의왕,2
1001080153,성균관대,1
1001080153,성균관대,2
1001080154,화서,1
1001080154,화서,2
1001080155,수원,1
1001080155,수원,2
1001080155,수원,3
1001080155,수원,4
1001080155,수원,5
1001080155,수원,6
1001080156,세류,1
1001080157,병점,1
1001080157,병점,2
1001080158,세마,1
1001080159,오산대,1
1001080159,오산대,2
1001080160,오산,1
1001080160,오산,2
1001080161,진위,1
1001080161,진위,2
1001080162,송탄,1
1001080162,송탄,2
1001080162,송탄,3
1001080162,송탄,4
1001080162,송탄,5
1001080163,서정리,1
1001080163,서정리,2
1001080163,서정리,3
1001080164,지제,1
1001080164,지제,2
1001080165,평택,1
1001080165,평택,2
1001080166,성환,1
1001080166,성환,2
1001080167,직산,1
1001080167,직산,2
1001080168,두정,1
1001080169,천안,1
1001080169,천안,2
1001080170,봉명,1
1001080170,봉명,2
1001080171,쌍용(나사렛대),1
1001080171,쌍용(나사렛대),2
1001080172,아산,1
1001080172,아산,2
1001080174,배방,1
1001080174,배방,2
1001080175,온양온천,1
1001080175,온양온천,2
1001801571,서동탄,1
1001801571,서동탄,2
1002000233,대림,1
1002000233,대림,2
1002000233,대림,3
1002000233,대림,4
1002000233,대림,5
1002000233,대림,6
1002000233,대림,7
1002000233,대림,8
1007000709,장암,1
1003000323,녹번,1
1003000323,녹번,2
1003000323,녹번,3
1003000323,녹번,4
1003000323,녹번,5
1007000725,군자,5
1007000725,군자,6
1007000725,군자,7
1007000725,군자,8
1007000726,어린이대공원,1
1007000726,어린이대공원,2
1007000726,어린이대공원,3
1007000726,어린이대공원,4
1007000726,어린이대공원,5
1007000726,어린이대공원,6
1007000727,건대입구,3
1007000727,건대입구,4
1007000728,뚝섬유원지,1
1007000728,뚝섬유원지,2
1007000728,뚝섬유원지,3
1007000728,뚝섬유원지,4
1007000729,청담,1
1007000729,청담,10
1007000729,청담,11
1007000729,청담,12
1007000729,청담,13
1007000729,청담,14
1007000729,청담,2
1007000729,청담,3
1007000729,청담,4
1007000729,청담,5
1007000729,청담,6
1007000729,청담,7
1007000729,청담,8
1007000729,청담,9
1003000324,홍제,1
1003000324,홍제,2
1003000324,홍제,3
1003000324,홍제,4
1003000325,무악재,1
1003000325,무악재,2
1003000325,무악재,3
1003000325,무악재,4
1003000326,독립문,1
1003000326,독립문,2
1003000326,독립문,3
1003000326,독립문,4
1003000326,독립문,5
1003000327,경복궁,1
1003000327,경복궁,2
1003000327,경복궁,3
1003000327,경복궁,4
1003000327,경복궁,5
1003000327,경복궁,6
1003000327,경복궁,7
1003000328,안국,1
1003000328,안국,2
1003000328,안국,3
1003000328,안국,4
1003000328,안국,5
1003000328,안국,6
1003000329,종로3가,2-1
1003000329,종로3가,7
1003000329,종로3가,8
1003000329,종로3가,9
1003000330,을지로3가,4
1003000330,을지로3가,5
1003000330,을지로3가,6
1003000330,을지로3가,7
1003000330,을지로3가,8
1003000330,을지로3가,9
1003000332,동대입구,1
1003000332,동대입구,2
1003000332,동대입구,3
1003000332,동대입구,4
1003000332,동대입구,5
1003000332,동대입구,6
1003000333,약수,1
1003000333,약수,10
1003000333,약수,2
1003000333,약수,3
1003000333,약수,4
1003000333,약수,5
1003000333,약수,6
1003000333,약수,9
1003000334,금호,1
1003000334,금호,2
1003000334,금호,3
1003000334,금호,4
1003000335,옥수,1
1003000335,옥수,2
1003000335,옥수,3
1003000335,옥수,4
1003000335,옥수,5
1003000335,옥수,6
1003000335,옥수,7
1003000336,압구정,1
1003000336,압구정,2
1003000336,압구정,3
1003000336,압구정,4
1003000336,압구정,5
1003000336,압구정,6
1003000337,신사,1
1003000337,신사,2
1003000337,신사,3
1003000337,신사,4
1003000337,신사,5
1003000337,신사,6
1003000337,신사,7
1003000337,신사,8
1003000338,잠원,1
1003000338,잠원,2
1003000338,잠원,3
1003000338,잠원,4
1003000339,고속터미널,2
1003000339,고속터미널,7
1003000339,고속터미널,8
1003000340,교대,12
1003000340,교대,13
1003000340,교대,14
1003000341,남부터미널,1
1003000341,남부터미널,2
1003000341,남부터미널,3
1003000341,남부터미널,4
1003000341,남부터미널,5
1003000341,남부터미널,6
1003000342,양재,1
1003000342,양재,11
1003000342,양재,12
1003000342,양재,2
1003000342,양재,3
1003000342,양재,4
1003000342,양재,5
1003000342,양재,6
1003000343,매봉,1
1003000343,매봉,2
1003000343,매봉,3
1003000343,매봉,4
1003000345,대치,1
1003000345,대치,2
1003000345,대치,3
1003000345,대치,4
1003000345,대치,5
1003000345,대치,6
1003000345,대치,7
1003000345,대치,8
1003000346,학여울,1
1003000347,대청,1
1003000347,대청,2
1003000347,대청,3
1003000347,대청,4
1003000347,대청,5
1003000347,대청,6
1003000347,대청,7
1003000347,대청,8
1003000348,일원,1
1003000348,일원,2
1003000348,일원,3
1003000348,일원,4
1003000348,일원,5
1003000348,일원,6
1003000348,일원,7
1003000349,수서,1
1003000349,수서,2
1003000349,수서,3
1003000349,수서,4
1003000349,수서,5
1003000349,수서,6
1003000350,가락시장,7
1003000350,가락시장,8
1003000351,경찰병원,1
1003000351,경찰병원,2
1003000351,경찰병원,3
1003000351,경찰병원,4
1003000352,오금,1
1004000409,당고개,1
1004000409,당고개,2
1004000409,당고개,3
1004000409,당고개,4
1004000410,상계,1
1004000410,상계,2
1004000410,상계,3
1004000410,상계,4
1007000737,남성,1
1007000737,남성,2
1007000737,남성,3
1007000737,남성,4
1007000738,숭실대입구,1
1007000738,숭실대입구,2
1007000738,숭실대입구,3
1007000738,숭실대입구,4
1007000739,상도,1
1007000739,상도,2
1007000739,상도,3
1007000739,상도,4
1007000739,상도,5
1007000740,장승배기,1
1007000740,장승배기,2
1007000740,장승배기,3
1007000740,장승배기,4
1007000740,장승배기,5
1007000740,장승배기,6
1007000741,신대방삼거리,1
1007000741,신대방삼거리,2
1007000741,신대방삼거리,3
1007000741,신대방삼거리,4
1007000741,신대방삼거리,5
1007000741,신대방삼거리,6
1007000742,보라매,1
1007000742,보라매,2
1007000742,보라매,3
1007000742,보라매,4
1007000742,보라매,5
1007000742,보라매,6
1007000742,보라매,7
1007000742,보라매,8
1007000743,신풍,1
1007000743,신풍,2
1007000743,신풍,3
1007000743,신풍,4
1007000743,신풍,5
1007000743,신풍,6
1007000744,대림,10
1007000744,대림,11
1007000744,대림,12
1007000744,대림,9
1007000745,남구로,1
1007000745,남구로,2
1007000745,남구로,3
1007000745,남구로,4
1007000745,남구로,5
1007000745,남구로,6
1007000746,가산디지털단지,2
1007000746,가산디지털단지,3
1007000746,가산디지털단지,4
1007000746,가산디지털단지,5
1007000746,가산디지털단지,6
1007000747,철산,1
1007000747,철산,2
1007000747,철산,3
1007000747,철산,4
1007000748,광명사거리,1
1007000748,광명사거리,10
1007000748,광명사거리,2
1007000748,광명사거리,3
1007000748,광명사거리,4
1007000748,광명사거리,5
1007000748,광명사거리,6
1007000748,광명사거리,7
1007000748,광명사거리,8
1007000748,광명사거리,9
1007000749,천왕,1
1007000749,천왕,2
1007000749,천왕,3
1007000750,온수,2
1007000750,온수,4
1007000750,온수,5
1007000750,온수,6
1007000751,까치울,1
1007000751,까치울,2
1007000751,까치울,3
1007000751,까치울,4
1007000751,까치울,5
1007000752,부천종합운동장,1
1007000752,부천종합운동장,2
1007000752,부천종합운동장,3
1007000752,부천종합운동장,4
1007000752,부천종합운동장,5
1007000753,춘의,1
1007000753,춘의,2
1007000753,춘의,3
1007000753,춘의,4
1007000753,춘의,5
1007000753,춘의,6
1007000753,춘의,7
1007000753,춘의,8
1007000754,신중동,1
1007000754,신중동,2
1007000754,신중동,3
1007000754,신중동,4
1007000754,신중동,5
1007000754,신중동,6
1007000754,신중동,7
1007000755,부천시청,1
1007000755,부천시청,2
1007000755,부천시청,3
1007000755,부천시청,4
1007000755,부천시청,5
1007000756,상동,1
1007000756,상동,2
1007000756,상동,3
1007000756,상동,4
1007000756,상동,5
1007000756,상동,6
1007000756,상동,7
1007000756,상동,8
1007000757,삼산체육관,1
1007000757,삼산체육관,2
1007000757,삼산체육관,3
1007000757,삼산체육관,4
1007000757,삼산체육관,5
1007000758,굴포천,1
1007000758,굴포천,2
1007000758,굴포천,3
1007000758,굴포천,4
1007000758,굴포천,5
1007000758,굴포천,6
1007000758,굴포천,7
1007000758,굴포천,8
1007000759,부평구청,3
1007000759,부평구청,4
1007000759,부평구청,5
1007000759,부평구청,6
1007000759,부평구청,7
1008000812,강동구청,1
1008000812,강동구청,2
1008000812,강동구청,3
1008000812,강동구청,4
1008000812,강동구청,5
1008000813,몽촌토성,1
1008000813,몽촌토성,2
1008000813,몽촌토성,3
1008000813,몽촌토성,4
1008000813,몽촌토성,5
1008000814,잠실,10
1008000814,잠실,11
1008000814,잠실,9
1008000815,석촌,1
1008000815,석촌,2
1008000815,석촌,3
1008000815,석촌,4
1008000815,석촌,5
1008000815,석촌,6
1008000815,석촌,7
1008000815,석촌,8
1008000816,송파,1
1008000816,송파,2
1008000816,송파,3
1008000816,송파,4
1008000817,가락시장,1
1008000817,가락시장,2
1008000817,가락시장,3
1008000817,가락시장,4
1008000817,가락시장,5
1008000817,가락시장,6
1008000818,문정,1
1008000818,문정,2
1008000818,문정,3
1008000818,문정,4
1008000819,장지,1
1008000819,장지,2
1008000819,장지,3
1006000646,화랑대,1
1006000646,화랑대,2
1006000646,화랑대,3
1006000646,화랑대,4
1006000646,화랑대,5
1006000646,화랑대,6
1006000646,화랑대,7
1004000447,반월,1
1004000448,상록수,1
1004000448,상록수,2
1004000449,한대앞,1
1004000449,한대앞,2
1004000450,중앙,1
1004000450,중앙,2
1004000451,고잔,1
1004000451,고잔,2
1004000452,초지,1
1004000453,안산,1
1004000453,안산,2
1004000454,신길온천,1
1004000454,신길온천,2
1004000455,정왕,1
1004000455,정왕,2
1004000456,오이도,1
1004000456,오이도,2
1004000456,오이도,3
1005000510,방화,1
1005000510,방화,2
1005000510,방화,3
1005000510,방화,4
1005000511,개화산,1
1005000511,개화산,2
1005000512,김포공항,1
1005000512,김포공항,2
1005000512,김포공항,3
1005000513,송정,1
1005000513,송정,2
1005000513,송정,3
1005000513,송정,4
1005000514,마곡,1
1005000515,발산,1
1005000515,발산,2
1005000515,발산,3
1005000515,발산,4
1005000515,발산,5
1005000515,발산,6
1005000515,발산,7
1005000515,발산,8
1005000515,발산,9
1005000516,우장산,1
1005000516,우장산,2
1005000516,우장산,3
1005000516,우장산,4
1005000517,화곡,1
1005000517,화곡,2
1005000517,화곡,3
1005000517,화곡,4
1005000517,화곡,5
1005000517,화곡,6
1005000517,화곡,7
1005000517,화곡,8
1005000518,까치산,1
1005000518,까치산,2
1005000518,까치산,3
1005000518,까치산,4
1005000519,신정,1
1005000519,신정,2
1005000519,신정,3
1005000519,신정,4
1005000519,신정,5
1005000520,목동,1
1005000520,목동,2
1005000520,목동,3
1005000520,목동,4
1005000520,목동,5
1005000520,목동,6
1005000520,목동,7
